60	-167	5.2874
75	-167	4.5914
90	-167	5.4567
105	-167	4.5914
120	-167	5.2874
135	-167	5.1256
150	-167	1.5676
165	-167	3.9223
180	-167	5.2427
15	-166	3.903
30	-166	1.6098
45	-166	5.1853
60	-166	5.4143
75	-166	4.7553
90	-166	5.5401
105	-166	4.7553
120	-166	5.4143
135	-166	5.1853
150	-166	1.6098
165	-166	3.903
180	-166	5.2427
15	-165	3.8851
30	-165	1.6558
45	-165	5.2452
60	-165	5.5302
75	-165	4.9108
90	-165	5.6133
105	-165	4.9108
120	-165	5.5302
135	-165	5.2452
150	-165	1.6558
165	-165	3.8851
180	-165	5.2427
15	-164	3.869
30	-164	1.7068
45	-164	5.309
60	-164	5.6342
75	-164	5.0489
90	-164	5.6831
105	-164	5.0489
120	-164	5.6342
135	-164	5.309
150	-164	1.7068
165	-164	3.869
180	-164	5.2427
15	-163	3.8544
30	-163	1.764
45	-163	5.3814
60	-163	5.7301
75	-163	5.1673
90	-163	5.7597
105	-163	5.1673
120	-163	5.7301
135	-163	5.3814
150	-163	1.764
165	-163	3.8544
180	-163	5.2427
15	-162	3.841
30	-162	1.8279
45	-162	5.4663
60	-162	5.8266
75	-162	5.2725
90	-162	5.8515
105	-162	5.2725
120	-162	5.8266
135	-162	5.4663
150	-162	1.8279
165	-162	3.841
180	-162	5.2427
15	-161	3.8285
30	-161	1.8979
45	-161	5.5657
60	-161	5.9347
75	-161	5.3801
90	-161	5.9583
105	-161	5.3801
120	-161	5.9347
135	-161	5.5657
150	-161	1.8979
165	-161	3.8285
180	-161	5.2427
15	-160	3.8163
30	-160	1.9725
45	-160	5.6775
60	-160	2.4641
75	-160	5.5079
90	-160	2.4706
105	-160	5.5079
120	-160	2.4641
135	-160	5.6775
150	-160	1.9725
165	-160	3.8163
180	-160	5.2427
15	-159	3.8036
30	-159	2.0483
45	-159	5.7948
60	-159	6.2175
75	-159	5.6659
90	-159	6.1728
105	-159	5.6659
120	-159	6.2175
135	-159	5.7948
150	-159	2.0483
165	-159	3.8036
180	-159	5.2427
15	-158	3.7894
30	-158	2.1209
45	-158	5.9073
60	-158	6.3862
75	-158	5.847
90	-158	6.2543
105	-158	5.847
120	-158	6.3862
135	-158	5.9073
150	-158	2.1209
165	-158	3.7894
180	-158	5.2427
15	-157	3.7725
30	-157	2.1854
45	-157	2.4034
60	-157	6.5533
75	-157	2.4281
90	-157	6.3182
105	-157	2.4281
120	-157	6.5533
135	-157	2.4034
150	-157	2.1854
165	-157	3.7725
180	-157	5.2427
15	-156	3.7522
30	-156	2.2366
45	-156	2.4742
60	-156	6.7002
75	-156	6.1833
90	-156	6.3819
105	-156	6.1833
120	-156	6.7002
135	-156	2.4742
150	-156	2.2366
165	-156	3.7522
180	-156	5.2427
15	-155	3.7272
30	-155	2.2712
45	-155	6.1187
60	-155	6.8182
75	-155	6.3037
90	-155	6.4626
105	-155	6.3037
120	-155	6.8182
135	-155	6.1187
150	-155	2.2712
165	-155	3.7272
180	-155	5.2427
15	-154	3.6969
30	-154	2.2884
45	-154	6.145
60	-154	6.9162
75	-154	6.4066
90	-154	6.5613
105	-154	6.4066
120	-154	6.9162
135	-154	6.145
150	-154	2.2884
165	-154	3.6969
180	-154	5.2427
15	-153	3.6607
30	-153	2.291
45	-153	6.169
60	-153	7.0174
75	-153	6.5244
90	-153	6.658
105	-153	6.5244
120	-153	7.0174
135	-153	6.169
150	-153	2.291
165	-153	3.6607
180	-153	5.2427
15	-152	3.6187
30	-152	2.2854
45	-152	6.2077
60	-152	7.1447
75	-152	6.6753
90	-152	6.7302
105	-152	6.6753
120	-152	7.1447
135	-152	6.2077
150	-152	2.2854
165	-152	3.6187
180	-152	5.2427
15	-151	3.5716
30	-151	2.2808
45	-151	6.2696
60	-151	7.3015
75	-151	6.8416
90	-151	6.7785
105	-151	6.8416
120	-151	7.3015
135	-151	6.2696
150	-151	2.2808
165	-151	3.5716
180	-151	5.2427
15	-150	3.5207
30	-150	2.2868
45	-150	6.3479
60	-150	7.4649
75	-150	6.9844
90	-150	6.8308
105	-150	6.9844
120	-150	7.4649
135	-150	6.3479
150	-150	2.2868
165	-150	3.5207
180	-150	5.2427
15	-149	3.4679
30	-149	2.3097
45	-149	6.4211
60	-149	7.6025
75	-149	7.0841
90	-149	6.9118
105	-149	7.0841
120	-149	7.6025
135	-149	6.4211
150	-149	2.3097
165	-149	3.4679
180	-149	5.2427
15	-148	3.4158
30	-148	2.3501
45	-148	6.4654
60	-148	7.7011
75	-148	7.1656
90	-148	7.0096
105	-148	7.1656
120	-148	7.7011
135	-148	6.4654
150	-148	2.3501
165	-148	3.4158
180	-148	5.2427
15	-147	3.3675
30	-147	2.4004
45	-147	6.4692
60	-147	7.7823
75	-147	7.272
90	-147	7.0876
105	-147	7.272
120	-147	7.7823
135	-147	6.4692
150	-147	2.4004
165	-147	3.3675
180	-147	5.2427
15	-146	3.3259
30	-146	2.4467
45	-146	6.4432
60	-146	7.8839
75	-146	7.4101
90	-146	7.1313
105	-146	7.4101
120	-146	7.8839
135	-146	6.4432
150	-146	2.4467
165	-146	3.3259
180	-146	5.2427
15	-145	4.394
30	-145	2.473
45	-145	6.4166
60	-145	8.02
75	-145	7.5352
90	-145	7.1705
105	-145	7.5352
120	-145	8.02
135	-145	6.4166
150	-145	2.473
165	-145	4.394
180	-145	5.2427
15	-144	4.3738
30	-144	2.4669
45	-144	6.3268
60	-144	8.1593
75	-144	7.609
90	-144	7.2363
105	-144	7.609
120	-144	8.1593
135	-144	6.3268
150	-144	2.4669
165	-144	4.3738
180	-144	5.2427
15	-143	4.3667
30	-143	2.3935
45	-143	6.244
60	-143	8.2556
75	-143	7.6526
90	-143	7.308
105	-143	7.6526
120	-143	8.2556
135	-143	6.244
150	-143	2.3935
165	-143	4.3667
180	-143	5.2427
15	-142	4.3726
30	-142	2.3137
45	-142	6.1614
60	-142	8.3008
75	-142	7.7178
90	-142	7.3405
105	-142	7.7178
120	-142	8.3008
135	-142	6.1614
150	-142	2.3137
165	-142	4.3726
180	-142	5.2427
15	-141	4.3897
30	-141	2.2322
45	-141	2.47
60	-141	8.337
75	-141	7.8046
90	-141	7.3347
105	-141	7.8046
120	-141	8.337
135	-141	2.47
150	-141	2.2322
165	-141	4.3897
180	-141	5.2427
15	-140	3.3147
30	-140	2.1543
45	-140	5.9666
60	-140	8.405
75	-140	7.8556
90	-140	7.3352
105	-140	7.8556
120	-140	8.405
135	-140	5.9666
150	-140	2.1543
165	-140	3.3147
180	-140	5.2427
15	-139	3.3429
30	-139	2.0831
45	-139	5.8579
60	-139	8.4857
75	-139	7.8487
90	-139	7.2918
105	-139	7.8487
120	-139	8.4857
135	-139	5.8579
150	-139	2.0831
165	-139	3.3429
180	-139	5.2427
15	-138	3.3687
30	-138	2.0176
45	-138	5.7547
60	-138	8.5201
75	-138	7.8377
90	-138	7.2386
105	-138	7.8377
120	-138	8.5201
135	-138	5.7547
150	-138	2.0176
165	-138	3.3687
180	-138	5.2427
15	-137	3.3864
30	-137	1.9524
45	-137	5.661
60	-137	8.4903
75	-137	7.8586
90	-137	7.172
105	-137	7.8586
120	-137	8.4903
135	-137	5.661
150	-137	1.9524
165	-137	3.3864
180	-137	5.2427
15	-136	3.3912
30	-136	1.8805
45	-136	5.5692
60	-136	8.4474
75	-136	7.8087
90	-136	7.1047
105	-136	7.8087
120	-136	8.4474
135	-136	5.5692
150	-136	1.8805
165	-136	3.3912
180	-136	5.2427
15	-135	3.3804
30	-135	1.7973
45	-135	5.4672
60	-135	8.3576
75	-135	7.7418
90	-135	7.0396
105	-135	7.7418
120	-135	8.3576
135	-135	5.4672
150	-135	1.7973
165	-135	3.3804
180	-135	5.2427
15	-134	3.3537
30	-134	1.7033
45	-134	5.3524
60	-134	8.2667
75	-134	7.6711
90	-134	6.9624
105	-134	7.6711
120	-134	8.2667
135	-134	5.3524
150	-134	1.7033
165	-134	3.3537
180	-134	5.2427
15	-133	3.3143
30	-133	1.6046
45	-133	5.2352
60	-133	8.1598
75	-133	7.6098
90	-133	6.8731
105	-133	7.6098
120	-133	8.1598
135	-133	5.2352
150	-133	1.6046
165	-133	3.3143
180	-133	5.2427
15	-132	4.3681
30	-132	1.5096
45	-132	5.1276
60	-132	8.0409
75	-132	7.5442
90	-132	6.7888
105	-132	7.5442
120	-132	8.0409
135	-132	5.1276
150	-132	1.5096
165	-132	4.3681
180	-132	5.2427
15	-131	4.323
30	-131	1.4235
45	-131	5.0271
60	-131	7.9276
75	-131	7.4616
90	-131	6.7077
105	-131	7.4616
120	-131	7.9276
135	-131	5.0271
150	-131	1.4235
165	-131	4.323
180	-131	5.2427
15	-130	3.1876
30	-130	1.3442
45	-130	4.9187
60	-130	7.8201
75	-130	7.378
90	-130	6.6132
105	-130	7.378
120	-130	7.8201
135	-130	4.9187
150	-130	1.3442
165	-130	3.1876
180	-130	5.2427
15	-129	3.1695
30	-129	1.2633
45	-129	4.7926
60	-129	7.7003
75	-129	7.3043
90	-129	6.5147
105	-129	7.3043
120	-129	7.7003
135	-129	4.7926
150	-129	1.2633
165	-129	3.1695
180	-129	5.2427
15	-128	3.174
30	-128	1.1715
45	-128	4.6583
60	-128	7.5662
75	-128	7.2213
90	-128	6.4287
105	-128	7.2213
120	-128	7.5662
135	-128	4.6583
150	-128	1.1715
165	-128	3.174
180	-128	5.2427
15	-127	4.3022
30	-127	1.0656
45	-127	4.5325
60	-127	7.4371
75	-127	7.1236
90	-127	6.3397
105	-127	7.1236
120	-127	7.4371
135	-127	4.5325
150	-127	1.0656
165	-127	4.3022
180	-127	5.2427
15	-126	4.3512
30	-126	0.9518
45	-126	4.4155
60	-126	7.3168
75	-126	7.0326
90	-126	6.238
105	-126	7.0326
120	-126	7.3168
135	-126	4.4155
150	-126	0.9518
165	-126	4.3512
180	-126	5.2427
15	-125	3.3136
30	-125	0.8421
45	-125	4.2886
60	-125	7.1855
75	-125	6.9448
90	-125	6.1441
105	-125	6.9448
120	-125	7.1855
135	-125	4.2886
150	-125	0.8421
165	-125	3.3136
180	-125	5.2427
15	-124	3.3794
30	-124	0.745
45	-124	4.339
60	-124	7.041
75	-124	6.8384
90	-124	2.4549
105	-124	6.8384
120	-124	7.041
135	-124	4.339
150	-124	0.745
165	-124	3.3794
180	-124	5.2427
15	-123	3.4372
30	-123	0.6581
45	-123	3.9793
60	-123	6.905
75	-123	6.7268
90	-123	5.9481
105	-123	6.7268
120	-123	6.905
135	-123	3.9793
150	-123	0.6581
165	-123	3.4372
180	-123	5.2427
15	-122	3.4774
30	-122	0.5691
45	-122	3.8291
60	-122	6.7763
75	-122	6.6242
90	-122	5.8373
105	-122	6.6242
120	-122	6.7763
135	-122	3.8291
150	-122	0.5691
165	-122	3.4774
180	-122	5.2427
15	-121	3.4946
30	-121	0.466
45	-121	3.6849
60	-121	6.6312
75	-121	6.5076
90	-121	5.7326
105	-121	6.5076
120	-121	6.6312
135	-121	3.6849
150	-121	0.466
165	-121	3.4946
180	-121	5.2427
15	-120	3.4894
30	-120	0.3476
45	-120	3.5235
60	-120	6.475
75	-120	6.3756
90	-120	5.6086
105	-120	6.3756
120	-120	6.475
135	-120	3.5235
150	-120	0.3476
165	-120	3.4894
180	-120	5.2427
15	-119	3.4686
30	-119	0.2258
45	-119	3.3387
60	-119	6.3313
75	-119	6.2532
90	-119	5.4709
105	-119	6.2532
120	-119	6.3313
135	-119	3.3387
150	-119	0.2258
165	-119	3.4686
180	-119	5.2427
15	-118	3.444
30	-118	0.116
45	-118	3.1528
60	-118	6.1868
75	-118	6.1232
90	-118	5.3373
105	-118	6.1232
120	-118	6.1868
135	-118	3.1528
150	-118	0.116
165	-118	3.444
180	-118	5.2427
15	-117	3.4287
30	-117	0.0231
45	-117	2.9808
60	-117	2.4182
75	-117	5.9718
90	-117	5.185
105	-117	5.9718
120	-117	2.4182
135	-117	2.9808
150	-117	0.0231
165	-117	3.4287
180	-117	5.2427
15	-116	3.4342
30	-116	0.0649
45	-116	2.8035
60	-116	5.8453
75	-116	5.8293
90	-116	5.0162
105	-116	5.8293
120	-116	5.8453
135	-116	2.8035
150	-116	0.0649
165	-116	3.4342
180	-116	5.2427
15	-115	3.4671
30	-115	0.1664
45	-115	2.5997
60	-115	5.6835
75	-115	5.6883
90	-115	4.8551
105	-115	5.6883
120	-115	5.6835
135	-115	2.5997
150	-115	0.1664
165	-115	3.4671
180	-115	5.2427
15	-114	3.5276
30	-114	0.2891
45	-114	2.3853
60	-114	5.5052
75	-114	5.5228
90	-114	4.6788
105	-114	5.5228
120	-114	5.5052
135	-114	2.3853
150	-114	0.2891
165	-114	3.5276
180	-114	5.2427
15	-113	3.6081
30	-113	0.4215
45	-113	2.1892
60	-113	5.3049
75	-113	5.3638
90	-113	4.488
105	-113	5.3638
120	-113	5.3049
135	-113	2.1892
150	-113	0.4215
165	-113	3.6081
180	-113	5.2427
15	-112	3.696
30	-112	0.5427
45	-112	2.0015
60	-112	5.1138
75	-112	5.2129
90	-112	4.3114
105	-112	5.2129
120	-112	5.1138
135	-112	2.0015
150	-112	0.5427
165	-112	3.696
180	-112	5.2427
15	-111	3.7761
30	-111	0.6423
45	-111	1.7894
60	-111	4.9209
75	-111	5.0365
90	-111	4.3236
105	-111	5.0365
120	-111	4.9209
135	-111	1.7894
150	-111	0.6423
165	-111	3.7761
180	-111	5.2427
15	-110	3.8355
30	-110	0.7331
45	-110	1.5594
60	-110	4.6994
75	-110	4.864
90	-110	3.9245
105	-110	4.864
120	-110	4.6994
135	-110	1.5594
150	-110	0.7331
165	-110	3.8355
180	-110	5.2427
15	-109	3.8675
30	-109	0.839
45	-109	1.3496
60	-109	4.4781
75	-109	4.6999
90	-109	3.7402
105	-109	4.6999
120	-109	4.4781
135	-109	1.3496
150	-109	0.839
165	-109	3.8675
180	-109	5.2427
15	-108	3.8746
30	-108	0.9717
45	-108	1.1582
60	-108	4.2713
75	-108	4.5064
90	-108	3.5392
105	-108	4.5064
120	-108	4.2713
135	-108	1.1582
150	-108	0.9717
165	-108	3.8746
180	-108	5.2427
15	-107	3.8674
30	-107	1.1186
45	-107	0.942
60	-107	4.0416
75	-107	4.3165
90	-107	3.327
105	-107	4.3165
120	-107	4.0416
135	-107	0.942
150	-107	1.1186
165	-107	3.8674
180	-107	5.2427
15	-106	3.862
30	-106	1.2545
45	-106	0.6977
60	-106	3.801
75	-106	4.3339
90	-106	3.1213
105	-106	4.3339
120	-106	3.801
135	-106	0.6977
150	-106	1.2545
165	-106	3.862
180	-106	5.2427
15	-105	3.8745
30	-105	1.3672
45	-105	0.4725
60	-105	3.586
75	-105	3.9181
90	-105	2.8842
105	-105	3.9181
120	-105	3.586
135	-105	0.4725
150	-105	1.3672
165	-105	3.8745
180	-105	5.2427
15	-104	3.9161
30	-104	1.4722
45	-104	0.2728
60	-104	3.3605
75	-104	3.7119
90	-104	2.6343
105	-104	3.7119
120	-104	3.3605
135	-104	0.2728
150	-104	1.4722
165	-104	3.9161
180	-104	5.2427
15	-103	3.9893
30	-103	1.5956
45	-103	0.0446
60	-103	3.113
75	-103	3.5137
90	-103	2.3773
105	-103	3.5137
120	-103	3.113
135	-103	0.0446
150	-103	1.5956
165	-103	3.9893
180	-103	5.2427
15	-102	4.0869
30	-102	1.7463
45	-102	0.2258
60	-102	2.8942
75	-102	4.3842
90	-102	2.0786
105	-102	4.3842
120	-102	2.8942
135	-102	0.2258
150	-102	1.7463
165	-102	4.0869
180	-102	5.2427
15	-101	4.3932
30	-101	1.9056
45	-101	0.4838
60	-101	2.6812
75	-101	3.0828
90	-101	1.7791
105	-101	3.0828
120	-101	2.6812
135	-101	0.4838
150	-101	1.9056
165	-101	4.3932
180	-101	5.2427
15	-100	4.2888
30	-100	2.0461
45	-100	0.7145
60	-100	2.4368
75	-100	2.8938
90	-100	1.4624
105	-100	2.8938
120	-100	2.4368
135	-100	0.7145
150	-100	2.0461
165	-100	4.2888
180	-100	5.2427
15	-99	4.3565
30	-99	2.163
45	-99	0.9774
60	-99	2.2119
75	-99	2.6831
90	-99	1.1105
105	-99	2.6831
120	-99	2.2119
135	-99	0.9774
150	-99	2.163
165	-99	4.3565
180	-99	5.2427
15	-98	4.3875
30	-98	2.2805
45	-98	1.2887
60	-98	2.0058
75	-98	2.5212
90	-98	0.7903
105	-98	2.5212
120	-98	2.0058
135	-98	1.2887
150	-98	2.2805
165	-98	4.3875
180	-98	5.2427
15	-97	4.3849
30	-97	2.4236
45	-97	1.5839
60	-97	1.7677
75	-97	2.3686
90	-97	0.4503
105	-97	2.3686
120	-97	1.7677
135	-97	1.5839
150	-97	2.4236
165	-97	4.3849
180	-97	5.2427
15	-96	4.3627
30	-96	2.5884
45	-96	1.8476
60	-96	1.5419
75	-96	2.2074
90	-96	0.1105
105	-96	2.2074
120	-96	1.5419
135	-96	1.8476
150	-96	2.5884
165	-96	4.3627
180	-96	5.2427
15	-95	4.3412
30	-95	2.7433
45	-95	2.1499
60	-95	1.344
75	-95	2.1016
90	-95	0.1695
105	-95	2.1016
120	-95	1.344
135	-95	2.1499
150	-95	2.7433
165	-95	4.3412
180	-95	5.2427
15	-94	4.3399
30	-94	2.8625
45	-94	2.4957
60	-94	1.118
75	-94	1.984
90	-94	0.4774
105	-94	1.984
120	-94	1.118
135	-94	2.4957
150	-94	2.8625
165	-94	4.3399
180	-94	5.2427
15	-93	4.3712
30	-93	2.9573
45	-93	2.7929
60	-93	0.9068
75	-93	1.8721
90	-93	0.7254
105	-93	1.8721
120	-93	0.9068
135	-93	2.7929
150	-93	2.9573
165	-93	4.3712
180	-93	5.2427
15	-92	4.4367
30	-92	3.0627
45	-92	3.0297
60	-92	0.744
75	-92	1.8116
90	-92	0.9348
105	-92	1.8116
120	-92	0.744
135	-92	3.0297
150	-92	3.0627
165	-92	4.4367
180	-92	5.2427
15	-91	4.5254
30	-91	3.1965
45	-91	4.3971
60	-91	0.5653
75	-91	1.7222
90	-91	1.1806
105	-91	1.7222
120	-91	0.5653
135	-91	4.3971
150	-91	3.1965
165	-91	4.5254
180	-91	5.2427
15	-90	4.618
30	-90	3.3376
45	-90	3.5854
60	-90	0.4037
75	-90	1.6612
90	-90	1.2998
105	-90	1.6612
120	-90	0.4037
135	-90	3.5854
150	-90	3.3376
165	-90	4.618
180	-90	5.2427
15	-89	4.6918
30	-89	3.4477
45	-89	3.7829
60	-89	0.3055
75	-89	1.6451
90	-89	1.4195
105	-89	1.6451
120	-89	0.3055
135	-89	3.7829
150	-89	3.4477
165	-89	4.6918
180	-89	5.2427
15	-88	4.7285
30	-88	3.5152
45	-88	3.8989
60	-88	0.2032
75	-88	1.6037
90	-88	1.5077
105	-88	1.6037
120	-88	0.2032
135	-88	3.8989
150	-88	3.5152
165	-88	4.7285
180	-88	5.2427
15	-87	4.7214
30	-87	3.5698
45	-87	4.0388
60	-87	0.1121
75	-87	1.6185
90	-87	1.4191
105	-87	1.6185
120	-87	0.1121
135	-87	4.0388
150	-87	3.5698
165	-87	4.7214
180	-87	5.2427
15	-86	4.677
30	-86	3.6471
45	-86	4.3861
60	-86	0.0795
75	-86	1.6642
90	-86	1.3555
105	-86	1.6642
120	-86	0.0795
135	-86	4.3861
150	-86	3.6471
165	-86	4.677
180	-86	5.2427
15	-85	4.6136
30	-85	3.7492
45	-85	4.2493
60	-85	0.0432
75	-85	1.6927
90	-85	1.194
105	-85	1.6927
120	-85	0.0432
135	-85	4.2493
150	-85	3.7492
165	-85	4.6136
180	-85	5.2427
15	-84	4.554
30	-84	3.8436
45	-84	4.2559
60	-84	0.0029
75	-84	1.7787
90	-84	0.9289
105	-84	1.7787
120	-84	0.0029
135	-84	4.2559
150	-84	3.8436
165	-84	4.554
180	-84	5.2427
15	-83	4.5182
30	-83	3.8988
45	-83	4.2911
60	-83	0.0016
75	-83	1.8648
90	-83	0.7212
105	-83	1.8648
120	-83	0.0016
135	-83	4.2911
150	-83	3.8988
165	-83	4.5182
180	-83	5.2427
15	-82	4.5174
30	-82	3.9216
45	-82	4.3428
60	-82	0.0088
75	-82	1.9356
90	-82	0.4509
105	-82	1.9356
120	-82	0.0088
135	-82	4.3428
150	-82	3.9216
165	-82	4.5174
180	-82	5.2427
15	-81	4.5505
30	-81	3.9475
45	-81	4.3551
60	-81	0.0313
75	-81	2.0437
90	-81	0.187
105	-81	2.0437
120	-81	0.0313
135	-81	4.3551
150	-81	3.9475
165	-81	4.5505
180	-81	5.2427
15	-80	4.6046
30	-80	4.001
45	-80	4.3408
60	-80	0.0237
75	-80	2.122
90	-80	0.0161
105	-80	2.122
120	-80	0.0237
135	-80	4.3408
150	-80	4.001
165	-80	4.6046
180	-80	5.2427
15	-79	4.659
30	-79	4.0725
45	-79	4.3403
60	-79	0.0265
75	-79	2.1862
90	-79	0.2488
105	-79	2.1862
120	-79	0.0265
135	-79	4.3403
150	-79	4.0725
165	-79	4.659
180	-79	5.2427
15	-78	4.6913
30	-78	4.3315
45	-78	4.3453
60	-78	0.0484
75	-78	2.2756
90	-78	0.4357
105	-78	2.2756
120	-78	0.0484
135	-78	4.3453
150	-78	4.3315
165	-78	4.6913
180	-78	5.2427
15	-77	4.6847
30	-77	4.3606
45	-77	4.3309
60	-77	0.0398
75	-77	2.326
90	-77	0.5829
105	-77	2.326
120	-77	0.0398
135	-77	4.3309
150	-77	4.3606
165	-77	4.6847
180	-77	5.2427
15	-76	4.634
30	-76	4.3731
45	-76	4.3026
60	-76	0.0284
75	-76	2.367
90	-76	0.7531
105	-76	2.367
120	-76	0.0284
135	-76	4.3026
150	-76	4.3731
165	-76	4.634
180	-76	5.2427
15	-75	4.5463
30	-75	4.3958
45	-75	4.2758
60	-75	0.0401
75	-75	2.4295
90	-75	0.8809
105	-75	2.4295
120	-75	0.0401
135	-75	4.2758
150	-75	4.3958
165	-75	4.5463
180	-75	5.2427
15	-74	4.439
30	-74	4.2395
45	-74	4.2464
60	-74	0.0308
75	-74	2.4589
90	-74	0.996
105	-74	2.4589
120	-74	0.0308
135	-74	4.2464
150	-74	4.2395
165	-74	4.439
180	-74	5.2427
15	-73	4.3332
30	-73	4.2903
45	-73	4.2041
60	-73	0.0092
75	-73	2.4899
90	-73	1.1337
105	-73	2.4899
120	-73	0.0092
135	-73	4.2041
150	-73	4.2903
165	-73	4.3332
180	-73	5.2427
15	-72	4.2474
30	-72	4.3266
45	-72	4.3501
60	-72	0.011
75	-72	2.5423
90	-72	1.2378
105	-72	2.5423
120	-72	0.011
135	-72	4.3501
150	-72	4.3266
165	-72	4.2474
180	-72	5.2427
15	-71	4.3928
30	-71	4.3425
45	-71	4.0937
60	-71	0.0057
75	-71	2.5679
90	-71	1.3437
105	-71	2.5679
120	-71	0.0057
135	-71	4.0937
150	-71	4.3425
165	-71	4.3928
180	-71	5.2427
15	-70	4.37
30	-70	4.3531
45	-70	4.0443
60	-70	0.0149
75	-70	2.6005
90	-70	1.4662
105	-70	2.6005
120	-70	0.0149
135	-70	4.0443
150	-70	4.3531
165	-70	4.37
180	-70	5.2427
15	-69	4.3706
30	-69	4.3772
45	-69	4.003
60	-69	0.0113
75	-69	2.6519
90	-69	1.5548
105	-69	2.6519
120	-69	0.0113
135	-69	4.003
150	-69	4.3772
165	-69	4.3706
180	-69	5.2427
15	-68	4.3793
30	-68	4.4177
45	-68	3.9625
60	-68	0.0029
75	-68	2.6759
90	-68	1.6445
105	-68	2.6759
120	-68	0.0029
135	-68	3.9625
150	-68	4.4177
165	-68	4.3793
180	-68	5.2427
15	-67	4.3785
30	-67	4.4603
45	-67	3.9202
60	-67	0.0018
75	-67	2.7037
90	-67	1.7421
105	-67	2.7037
120	-67	0.0018
135	-67	3.9202
150	-67	4.4603
165	-67	4.3785
180	-67	5.2427
15	-66	4.3536
30	-66	4.487
45	-66	3.8882
60	-66	0.0187
75	-66	2.7474
90	-66	1.8016
105	-66	2.7474
120	-66	0.0187
135	-66	3.8882
150	-66	4.487
165	-66	4.3536
180	-66	5.2427
15	-65	4.0969
30	-65	4.4944
45	-65	3.8783
60	-65	0.064
75	-65	2.7586
90	-65	1.8551
105	-65	2.7586
120	-65	0.064
135	-65	3.8783
150	-65	4.4944
165	-65	4.0969
180	-65	5.2427
15	-64	4.0093
30	-64	4.4953
45	-64	3.8838
60	-64	0.1012
75	-64	2.7606
90	-64	1.9132
105	-64	2.7606
120	-64	0.1012
135	-64	3.8838
150	-64	4.4953
165	-64	4.0093
180	-64	5.2427
15	-63	3.8999
30	-63	4.5061
45	-63	3.8904
60	-63	0.1376
75	-63	2.7779
90	-63	1.9355
105	-63	2.7779
120	-63	0.1376
135	-63	3.8904
150	-63	4.5061
165	-63	3.8999
180	-63	5.2427
15	-62	3.7823
30	-62	4.5327
45	-62	3.9004
60	-62	0.208
75	-62	2.7665
